season,episode,release,title,rating,description
8,11,12 Jan. 2012,Trivia,7.9,"Andy hopes to make up for a sales deficiency by entering and winning a bar trivia competition, while Dwight flies to corporate headquarters in Florida to demand a management interview with Robert."
8,12,19 Jan. 2012,Pool Party,8.0,"Robert throws a party for the Dunder Mifflin staff at his house before he sells it because of his divorce. At the party, Erin and Dwight agree to flirt with each other to make Andy jealous, and Jim tries in vain to duck out early."
8,13,2 Feb. 2012,Jury Duty,7.5,"Jim gets caught in a lie about his week of ""jury duty,"" and new questions emerge when Angela gives birth to a ""premature"" baby."
8,14,9 Feb. 2012,Special Project,7.7,"Andy puts Dwight in charge of a special project in Tallahassee, but Dwight doesn't like the team Andy's assembled for him. Meanwhile, Darryl tries to figure out the meaning of Val's Valentine's gift."
8,15,16 Feb. 2012,Tallahassee,7.8,"Dwight refuses to let appendicitis get in the way of leading his new team in Tallahassee, while Andy decides to step in for Erin as secretary in the office."
8,16,23 Feb. 2012,After Hours,8.1,"In Tallahassee, Dwight and Todd Packer try to romance Nellie to get the VP position, while Jim wonders if a colleague is trying to hit on him. Back in Scranton, Val's boyfriend shows up with a message for Darryl."
8,17,1 Mar. 2012,Test the Store,7.8,"Dwight and his team get ready for the grand opening of the Sabre Store, while Andy makes Toby teach self-defense to the Scranton branch employees after he is beat up in the parking lot by a girl."
8,18,8 Mar. 2012,Last Day in Florida,7.8,"Jim tries to warn Dwight that he's going to be fired after Robert rejects the Sabre Store idea, but he refuses to listen. Meanwhile, Darryl and Toby try to sell cookies to Kevin, and Erin tells Andy she's not coming back from Florida."
8,19,15 Mar. 2012,Get the Girl,6.6,"Andy goes to Tallahassee to tell Erin that he loves her and needs her to return to Scranton. Meanwhile, Nellie shows up in Scranton and tries to claim Andy's manager position by offering everyone raises."
8,20,12 Apr. 2012,Welcome Party,7.1,"Andy tries to break up with his girlfriend after going to Florida to declare his love for Erin, and the office employees are forced against their will to throw a party for the hated Nellie."
8,21,19 Apr. 2012,Angry Andy,7.1,"Andy and Erin return to Dunder Mifflin, only to discover that Nellie has taken his job and office and refuses to give them up. Meanwhile, Ryan becomes jealous after Pam tries to play matchmaker for Kelly."
8,22,26 Apr. 2012,Fundraiser,7.1,Andy confronts Robert for the first time after losing the manager position and quitting his job at a fund raiser sponsored by Angela's husband.
8,23,3 May 2012,Turf War,7.6,"Dwight and Jim fight with the Syracuse over a client after Robert shuts down the Binghamton branch, and Andy sees an opportunity for revenge. Meanwhile Robert tries to figure out the contents of a drunken voicemail to Nellie."
8,24,10 May 2012,Free Family Portrait Studio,7.7,"With former CEO David Wallace's help, Andy launches a plan to get revenge on the Scranton branch. Meanwhile, Dwight launches his own plan to find out if he's the father of Angela's baby."
9,1,20 Sep. 2012,New Guys,7.6,"Dwight and Jim are intimidated by the office's newest additions, who are considered younger versions of themselves. Meanwhile, Andy tries to make Nellie's life miserable, and Angela tries to get rid of one of her cats."
9,2,27 Sep. 2012,Roy's Wedding,7.1,"After Roy's wedding, Jim and Pam wonder if they still have any secrets they're hiding from each other. Meanwhile, Clark tricks Erin into a ""news audition,"" and Dwight challenges Nellie's new charity initiative."
9,3,4 Oct. 2012,Andy's Ancestry,7.4,"Nellie plays a trick on Andy after researching his ancestry, Dwight teaches Erin a new language, and Pam tries to teach Nellie how to drive."
9,4,18 Oct. 2012,Work Bus,7.8,"When Jim convinces Dwight that the building is unsafe, Dwight rents a bus and sets up the office inside. Nellie asks for Andy's help in adopting a baby. Meanwhile, Jim tries to make Pam happy with some pie."
9,5,25 Oct. 2012,Here Comes Treble,7.0,"On Halloween, the Cornell a Capella group pays a visit to Andy, Dwight discovers that Nellie takes anxiety pills, and Pam disapproves of Jim's business decision."
9,6,8 Nov. 2012,The Boat,7.7,"Andy has one last chance to captain the family boat before he sells it, Jim, Pam, and Nellie prank Dwight with a radio interview, and Kevin finds out about Oscar's affair with Angela's husband."
9,7,15 Nov. 2012,The Whale,7.6,"The office trains Dwight to sell to a female client without being offensive, only to discover that the client is Jan Levinson. Angela and Oscar both think the senator is cheating on them, and Jim has trouble on an important conference call."
9,8,29 Nov. 2012,The Target,7.8,"Angela orders a hit on Oscar for cheating with her husband, the office makes a tower with their customer complaint cards, Jim wines and dines Stanley and Phyllis in exchange for a favor, and Pam begins her mural."
9,9,6 Dec. 2012,Dwight Christmas,8.4,"Dwight puts together a Pennsylvania Dutch-themed office Christmas party, but he ends it abruptly because Jim has to leave for his other job. Meanwhile, Erin seeks comfort from a co-worker after a disappointing text from Andy."
9,10,10 Jan. 2013,Lice,7.6,"Pam causes a lice outbreak but lets Meredith take the blame, Jim has a business meeting with Dr. J, and some coworkers try to get Darryl and Val back together."
9,11,17 Jan. 2013,Suit Warehouse,7.9,"Dwight and Clark pose as father and son to get an account, Darryl goes for an interview with Jim's new business, and everybody in the office goes crazy over a new espresso machine."
9,12,24 Jan. 2013,Customer Loyalty,8.0,"Dwight tries to keep Daryl from leaving Dunder Mifflin, Jim misses his daughter's recital because of an important business meeting, and Nellie is worried that Erin will dump Andy for Pete."
9,13,31 Jan. 2013,Junior Salesman,7.6,Dwight gets to hire a new salesman to replace Jim when he is at his other job. But will he promote Clark or go with one of his unqualified friends instead?
9,14,31 Jan. 2013,Vandalism,7.5,"Pam tries to find out who vandalized her mural, Darryl finds out that Jim is a slob, and Oscar and Kevin go to Angela and The Senator's child's first birthday party."
9,15,7 Feb. 2013,Couples Discount,7.3,"Andy returns after three months to an angry office and an even angrier girlfriend, and Jim's Valentines Day with Pam does not go as planned."
9,16,14 Feb. 2013,Moving On,8.1,"Andy finds out that Erin dumped him for Pete, Dwight gets Angela's help taking care of his aunt, and Pam interviews with a real estate firm whose boss is a carbon-copy of Michael Scott."
9,17,14 Mar. 2013,The Farm,7.5,Show follows Dwight Schrute a beet farmer running a bed and breakfast inn.
9,18,4 Apr. 2013,Promos,8.0,"The release of the documentary promos creates tension for the Dunder Mifflin employees, Dwight considers a business venture with his girlfriend's family, and Jim and Darryl have an awkward business meeting with baseball player Ryan Howard."
9,19,11 Apr. 2013,Stairmageddon,8.0,"Dwight shoots Stanley with a bull tranquilizer after he refuses to go on a sales call, Jim and Pam head to marriage counseling, The Senator comes out of the closet, and Andy tries to find a talent agent."
9,20,25 Apr. 2013,Paper Airplane,8.0,"The employees hold a paper airplane competition, Andy gets an acting role in a workplace safety video, and Jim and Pam's marriage tensions continue to build."
9,21,2 May 2013,Livin' the Dream,9.0,"Dwight becomes regional manager after Andy quits his job, Jim dedicates more time to his Dunder Mifflin job to save his marriage, and Angela has problems with her new living arrangements after her breakup with The Senator."
9,22,9 May 2013,A.A.R.M.,9.5,"Dwight prepares for a marriage proposal and hires an assistant for his assistant, Andy auditions for a singing program, Darryl tries to leave his job without a fuss, and Pam has second thoughts about Jim staying in Scranton."
9,23,16 May 2013,Finale,9.8,"One year later, Dunder Mifflin employees past and present reunite for a panel discussion about the documentary and to attend Dwight and Angela's wedding."
