season,episode,release,title,rating,description
7,19,28 Nov. 2012,The Broath,8.6,"The gang tries to break up Barney and Quinn after learning they plan on moving in together, leaving Robin and Ted to fight over who deserves to sublet her apartment."
7,20,5 Dec. 2012,Trilogy Time,8.6,"As Ted, Marshall, and Barney get together for their triennial viewing of the original Star Wars trilogy, Ted begins to question if he will ever end up where he wants to be - especially now that Barney and Quinn are getting serious."
7,21,12 Dec. 2012,Now We're Even,8.0,"Just as Ted starts to settle into his new apartment alone, Barney tries to entice him into going out every single night. Meanwhile, Lily has a naughty dream about someone other than Marshall, and Robin finally becomes a famous news anchor."
7,22,19 Dec. 2012,Good Crazy,7.8,"Barney tries to set Ted up on dates so that he can forget about Robin, while also plotting to get Quinn out of her stripping job. Meanwhile, Lily sends Marshall on a getaway so that he will stop stressing over the baby."
7,23,2 Jan. 2013,The Magician's Code: Part 1,8.5,Ted and Robin take care of Lily when she goes into labor because Marshall is drunk and stuck in Atlantic City with Barney.
7,24,9 Jan. 2013,The Magician's Code: Part 2,8.9,"Ted makes a fateful phone call to his old girlfriend Victoria, Barney's magic trick gets him in trouble with airport security just as he's about to leave on a trip with Quinn, and Robin tries to take the perfect birth announcement photo."
8,1,17 Apr. 2013,Farhampton,8.6,"Ted convinces Victoria to take a brief detour before they leave together after she leaves her fiancé at the altar, and Barney's engagement to Quinn may be short-lived after she finds about his past relationship with Robin."
8,2,24 Apr. 2013,The Pre-Nup,7.4,"Barney's ridiculous pre-nup that he asks Quinn to sign gives the other guys ideas of their own, but the girls find a way to retaliate."
8,3,8 May 2013,Nannies,7.4,"When Lily and Marshall have trouble finding a nanny, they learn it's because of an elaborate scheme Barney came up with to meet girls. Meanwhile, Robin and Ted butt heads over who has a more serious relationship."
8,4,8 May 2013,Who Wants to Be a Godparent,7.5,"When Lily and Marshall can't decide on godparents for Marvin, they put the gang to the test to see who would make the best one."
8,5,15 May 2013,The Autumn of Breakups,7.5,"As the season of break-ups continues, Ted and Victoria must choose the next step in their long and complicated relationship. Meanwhile, Robin worries about Barney when he chooses a dog to be his wingman."
8,6,15 May 2013,Splitsville,7.6,"When Robin is hesitant to break up with Nick, Barney takes matters into his own hands. Meanwhile, Lily and Marshall are desperate for some private time."
8,7,22 May 2013,The Stamp Tramp,7.4,"Marshall gets in the doghouse at work after he recommends a friend for a job, Robin helps Barney find a new strip club, and Ted is embarrassed after watching his video diary from college."
8,8,22 May 2013,Twelve Horny Women,7.6,"While Marshall faces the most important court case of his career against his new arch-nemesis, Brad Morris, the rest of the gang tries to figure out which one was the biggest bad-ass in their youth."
8,9,29 May 2013,Lobster Crawl,7.5,"Robin has a plan to get Barney out of her system for good, Ted witnesses Marvin's first crawl while babysitting for Marshall and Lily, and Barney has a new business idea after destroying a beloved tie."
8,10,29 May 2013,The Over-Correction,8.1,"Robin tries to get Barney's ""Playbook"" out of jealousy over his new girlfriend, Marshall catches his mom having sex with Lily's dad, and Ted tries to get everything back that was borrowed from him and never returned."
8,11,5 Jun. 2013,The Final Page: Part One,8.6,"Ted wants to rub his new building in the face of an old professor, Barney is the victim of a lengthy jinx, Marshall and Lily run into an annoying old acquaintance, and Robin gets an opportunity to fire Patrice."
8,12,5 Jun. 2013,The Final Page: Part Two,9.4,"Will Ted go to the opening of his new building with Robin as his date, or will he break his promise to Barney and tell her that Barney is proposing to Patrice? Meanwhile, Marshall and Lily have big plans for a rare night out."
8,13,12 Jun. 2013,Band or DJ?,7.9,"Robin's dad denies Barney permission to marry his daughter, Marshall and Lily deal with Marvin's constipation, and why is Ted so dead-set against hiring a band for Barney and Robin's wedding?"
8,14,19 Jun. 2013,Ring Up!,7.9,"Barney convinces Ted to sleep with a 20 year old until Barney learns her identity, Robin discovers that her engagement ring makes her invisible, and a leather cuff improves Marshall and Lily's love life."
8,15,26 Jun. 2013,P.S. I Love You,8.2,Robin's past as a Canadian pop star is revisited when Barney uncovers the lost episode of a music documentary series in which she was featured as Robin Sparkles. Marshall and Lily have some concerns about Ted's latest girlfriend.
8,16,3 Jul. 2013,Bad Crazy,7.6,"Ted's attempt to break up with his crazy new girlfriend does not go as planned, and Robin's fear of holding Marvin leads to an adventure with Mike Tyson."
8,17,10 Jul. 2013,The Ashtray,7.8,"When Ted receives an unexpected call from The Captain, the gang reminisced about their last awkward encounter with him."
8,18,17 Jul. 2013,Weekend at Barney's,8.1,"Barney is forced to break out ""The Playbook"" one final time to keep Ted from getting back together with Jeanette and taking her to his wedding, and Marshall embarrasses Lily at an art exhibition."
8,19,24 Jul. 2013,The Fortress,8.0,"It's weeks before Barney and Robin's wedding, and one of the many things they still have to decide is where to live. The one thing Robin insists is that they don't live at Barney's apartment. So it goes on the market. However, Barney doesn't want to sell it to just anyone, but someone who is worthy of what was and will always be in his heart his ""Fortress of Barnitude"". Robin has a slightly different idea, which isn't as easy to achieve as she would like when she and others learn more and more about with what Barney has equipped his apartment. Meanwhile, Lily hasn't ..."
8,20,31 Jul. 2013,The Time Travelers,8.3,"Ted and Barney run into their future selves as they debate whether to go to ""Wrestlers vs. Robots,"" while Robin and Marshall argue over who gets credit for a new drink at McLaren's."
8,21,7 Aug. 2013,Romeward Bound,7.4,"""The Captain"" offers Lily a job in Rome, but will she take it? Meanwhile, Ted won't stop raving about the body of Barney and Robin's wedding planner."
8,22,14 Aug. 2013,The Bro Mitzvah,8.7,"Ted and Marshall turn Barney's bachelor party into the worst night of his life, or is that exactly what they want him to believe?"
8,23,21 Aug. 2013,Something Old,7.6,"Robin searches for a locket that she buried in Central Park for her wedding, Ted helps Marshall and Lily pack for Italy, and Barney plays laser tag with his future father in law."
8,24,28 Aug. 2013,Something New,8.8,"As the wedding approaches, Barney and Robin deliberately ruin an obnoxious couple's evening, Marshall and Lily's plans for Italy hit a snag and Ted tells Lily that he's moving to Chicago."
9,1,26 Mar. 2014,The Locket,7.8,"Lily meets an interesting person on the train to Farhampton, Marshall gets kicked off his flight to New York, Barney and Robin discover that they might be related, and Ted prepares to deliver a personal gift to Robin."
9,2,26 Mar. 2014,Coming Back,7.7,"Marshall is forced to rent a car to get to New York, causing Lily to start drinking and accidentally reveal to Barney some bad news about his brother's marriage."
9,3,2 Apr. 2014,Last Time in New York,7.6,"Barney and Robin try to have sex before the elderly wedding guests arrive, Ted reveals a list to Lily of things to do before he leaves New York, and Marshall has problems traveling through Packer Country."
9,4,9 Apr. 2014,The Broken Code,7.3,"Barney gives Ted's Best Man duties to The Karate Kid's William Zabka over the incident at the carousel, and Lily gives Robin a lousy bridal party."
9,5,16 Apr. 2014,The Poker Game,7.2,"Barney is upset after Robin wins James's wedding ring during the poker game, and Ted argues with Marshall and Lily over whether he gave them a wedding gift."
9,6,23 Apr. 2014,Knight Vision,7.5,"When Ted finds himself with three prospects to be his date for the wedding weekend, he chooses poorly. Meanwhile, Barney and Robin have a confrontation with their minister, and Marshall learns more about his driving companion, Daphne."
9,7,30 Apr. 2014,No Questions Asked,7.4,"When Daphne sends a troubling text message to Lily, Marshall enlists the gang's help to remove the message while enforcing the ""No Questions Asked"" rule."
9,8,7 May 2014,The Lighthouse,7.3,"When Robin and Loretta's conflict escalates, Barney is caught in the middle. Meanwhile, Marshall and Daphne deal with a stowaway on their road trip, and Ted and Cassie try to enjoy a trip to a lighthouse."
9,9,14 May 2014,Platonish,8.3,"After Robin finds out her mother isn't coming to the wedding, the group recalls a fateful night six months ago when Barney accepted the ""challenge"" of a lifetime, and Ted made a decision about his pursuit of Robin."
9,10,21 May 2014,Mom and Dad,6.8,"Barney and James fight over which one of their fathers will get back together with their mom, Ted becomes a victim of ""Zabkatage,"" and Daphne becomes inexplicably upset with Marshall."
9,11,28 May 2014,Bedtime Stories,5.8,"On the bus to Farhampton, Marshall tells Marvin bedtime stories about Ted, Robin and Barney in rhyme."
9,12,4 Jun. 2014,The Rehearsal Dinner,7.8,"Barney becomes fixated on having his rehearsal dinner at a laser tag arena, much to Robin's dismay. Meanwhile, Ted doesn't come through on a promise, which aggravates Lily."
9,13,11 Jun. 2014,Bass Player Wanted,8.3,"The gang encounters a guy at the wedding who intentionally stirs up trouble among them, and Marshall finally arrives at the Farhampton Inn."
9,14,2 Jul. 2014,Slapsgiving 3: Slappointment in Slapmarra,5.9,"In an attempt to deliver a devastating final slap to Barney, Marshall explains how he mastered the Slap of A Million Exploding Suns."
9,15,9 Jul. 2014,Unpause,8.4,"Robin and Ted take advantage of Barney when he becomes ""truth serum drunk,"" and Marshall does everything he can to remain in ""pause"" with Lily and avoid their fight."
9,16,16 Jul. 2014,How Your Mother Met Me,9.5,"The story of The Mother, from her traumatic 21st birthday to a number of close calls with meeting Ted to the night before Barney and Robin's wedding."
9,17,23 Jul. 2014,Sunrise,8.2,"While out looking for Barney on the day of the wedding, Robin and Ted reminisce about past relationships. Meanwhile, Marshall and Lily finally resolve their issues and Barney befriends two young guys eager to meet women."
9,18,30 Jul. 2014,Rally,8.0,"On their wedding day, Barney has a massive hangover. The gang tries to help him get over the hangover by finding the correct ingredients."
9,19,6 Aug. 2014,Vesuvius,7.7,"Lily is concerned that Robin is not acting appropriately on her wedding day, Ted helps Barney pick his wedding suit, and the gang watch an embarrassing movie based on Ted's life."
9,20,13 Aug. 2014,Daisy,8.5,"The guys try to figure out where Lily went after her fight with Marshall and why. Meanwhile, after a talk with her mother, Robin is concerned that she is marrying her father."
9,21,20 Aug. 2014,Gary Blauman,8.3,"Ted wants to get a wedding guest he especially despises to leave, but Lily wants him to stay because she likes him."
9,22,27 Aug. 2014,The End of the Aisle,8.9,"With only half an hour to go, both Barney and Robin have panic attacks about their upcoming nuptials. Meanwhile, Marshall and Lily rewrite their old wedding vows."
9,23,27 Aug. 2014,Last Forever: Part One,6.7,"After Barney and Robin's wedding, Ted builds up the courage to approach ""the mother"" at the train station. Meanwhile, three years after the wedding, Barney and Robin drop a bombshell on the group."
9,24,27 Aug. 2014,Last Forever: Part Two,5.6,"As the years go on, changes cause the group to drift apart, but they reunite one more time for Ted's wedding. Meanwhile, a monumental event causes Barney to finally change his ways."
